gene_idx,correlation,pred_mean,target_mean,pred_std,target_std
0,0.6393781568683068,5.309976577758789,7.08008008008008,4.812501430511475,6.591082558747322
1,0.8746956704664758,9.655989646911621,12.056723390056723,21.740285873413086,28.785355924907726
2,0.708374380567584,8.056723594665527,8.89356022689356,5.796814441680908,7.19556284772001
3,0.49384168792672384,8.736736297607422,9.3003003003003,3.691438913345337,4.990204944552064
4,0.6711682944744695,6.245912551879883,7.804137470804138,3.497258424758911,5.956802251055415
5,0.7593353405423273,7.465131759643555,11.09009009009009,5.40824556350708,9.854762380026827
6,0.6551042185714867,6.559559345245361,10.196196196196196,4.220982074737549,7.990581639685939
7,0.693075369600364,0.4464464485645294,0.9285952619285953,1.526832103729248,2.75726476258421
8,0.6731452476048956,0.25558891892433167,0.9119119119119119,0.6386032700538635,1.7219795183770212
9,0.5476013649292096,0.6853520274162292,1.3773773773773774,0.7848854064941406,1.8553088421145298
10,0.5319153052941074,5.164164066314697,6.7707707707707705,2.4048964977264404,4.508824977291647
11,0.5756206953489204,0.710377037525177,1.6509843176509844,0.8642622828483582,2.000077542395937
12,0.46750550200396784,1.2422422170639038,2.225225225225225,0.9310805797576904,2.049355390158776
13,0.6347136012664824,0.9592926502227783,1.846513179846513,0.9577378630638123,2.303860483486468
14,0.5207659355545925,0.9029029011726379,1.8154821488154822,0.863902747631073,1.8892387618290913
15,0.5292632581851322,1.0663996934890747,1.367701034367701,0.9417088627815247,1.6835772189877598
16,0.8127462393672907,3.167834520339966,5.058391725058391,4.876745223999023,10.61739089758765
17,0.5861260389567302,4.719719886779785,16.571237904571237,2.319533348083496,16.786894095767305
18,0.4555259615857085,1.0380380153656006,2.857524190857524,0.7894160747528076,2.670677840916425
19,0.5224598040509225,1.7384051084518433,3.2779446112779445,0.9807812571525574,2.8253270936515085
20,0.3143490741075518,1.320654034614563,2.5815815815815815,0.664875328540802,1.9989406022438654
21,0.48099520038410465,1.3149816989898682,2.228561895228562,0.6884958148002625,2.220903144676548
22,0.4676177687839216,2.427093744277954,4.440106773440107,1.1703888177871704,3.6193829568402625
23,0.25472446516707753,2.453453540802002,6.389723056389723,1.2101171016693115,7.409892554172202
24,0.5555454357394353,3.901901960372925,6.074074074074074,2.4880871772766113,4.047414823308469
25,0.7991380433349573,0.7771104574203491,1.9532866199532866,1.5410206317901611,3.545004056795119
26,0.5451272970259297,2.273607015609741,3.555221888555222,1.1401084661483765,2.8221743852466155
27,0.6485456511554685,5.3743743896484375,19.691358024691358,3.8203721046447754,22.668974049172476
28,0.5373037845275043,1.9783116579055786,2.993993993993994,1.2822535037994385,2.634433057572754
29,0.6050769408634091,1.874541163444519,3.073406740073407,1.3079193830490112,2.8782345989862286
30,0.6875080335762858,2.4614615440368652,3.466132799466133,2.176619052886963,3.2673046137687294
31,0.6729823282445013,4.428094863891602,4.563897230563898,3.0184481143951416,4.444407420279233
32,0.5534597854810268,2.7984650135040283,4.191858525191859,1.5076574087142944,3.4708703120968027
33,0.6450980250479611,2.4771437644958496,4.787787787787788,1.6350029706954956,4.3610430373996225
34,0.5542036144743057,2.2572572231292725,3.11011011011011,1.8492262363433838,2.5867442471869753
35,0.3815634792793541,1.1161161661148071,1.7854521187854522,0.5951622128486633,1.7347501055546117
36,0.5902272558911817,3.673673629760742,4.205872539205872,2.2558159828186035,3.5336211869879017
37,0.4631815814215317,2.517183780670166,2.72339005672339,1.4142566919326782,2.299677942157454
38,0.5013561487457338,1.7177177667617798,2.5315315315315314,1.0909873247146606,2.3679169018099646
39,0.4829121979090102,3.1921920776367188,4.536202869536202,1.8065701723098755,3.20739687663938
40,0.6320225596029186,1.8945611715316772,2.5045045045045047,1.5815799236297607,2.5183470375488883
